,Unnamed: 0,id,price_tnd,price_eur,location,city,governorate,Area,pieces,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
1198,3398,38db684c-cc03-467c-bf6b-c0d4f41cfb1e,640000.0,198400.0,Carthage,carthage,tunis,162.0,4.0,3.0,1.0,0,1.0,36.8566,10.3258,16.956028959712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1199,3400,8838b0c8-e175-4f1e-8867-dbd43e5725e6,550000.0,170500.0,Cité Erriadh,marsa,tunis,162.0,4.0,3.0,1.0,10-20 ,1.0,36.8811949588874,10.3081118623047,16.2791087664331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,3402,b1e28f32-244e-470a-af9b-cb62184a69f2,427000.0,132370.0,Aouina,marsa,tunis,162.0,4.0,3.0,1.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1201,3404,5ae4c14e-60ec-4cfb-beee-1c186d541ceb,403500.0,125085.0,La Soukra,soukra,ariana,162.0,4.0,3.0,1.0,0,2.0,36.883333,10.25,11.3450822580238,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1202,3408,c1e63b55-d684-43b0-8e39-56019dff4e61,450000.0,139500.0,La Soukra,soukra,ariana,161.0,4.0,3.0,1.0,0,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1203,3409,f9d8191e-6f8c-4974-a94b-be0e08ce249d,403500.0,125085.0,La Soukra,soukra,ariana,161.0,4.0,3.0,2.0,0,2.0,36.896544,10.217961,10.6556323701042,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1204,3412,d487b9b6-755e-40f7-996f-cfcb0604c2ee,640000.0,198400.0,Carthage,carthage,tunis,160.0,4.0,3.0,3.0,0,2.0,36.8566,10.3258,16.956028959712,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1206,3415,a3254aef-55a1-4a9f-bb67-db9fc18782c0,530000.0,164300.0,La Soukra,soukra,ariana,160.0,4.0,3.0,1.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1207,3416,43c07154-06e2-4171-b618-04e7c9efadc3,510000.0,158100.0,La Soukra,soukra,ariana,160.0,4.0,3.0,3.0,0,2.0,36.88833,10.27417,13.6515294537323,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1208,3418,7fa19025-6943-46a0-96a5-af54526c07b0,490000.0,151900.0,La Soukra,soukra,ariana,160.0,4.0,3.0,2.0,5-10 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1210,3420,54c30d99-845d-4b6d-8d9b-461f6a659bc7,470000.0,145700.0,Les Jardins d'El Menzah 2,ariana ville,ariana,160.0,4.0,3.0,2.0,1-5 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1211,3421,fcd4bfd6-b0af-42b6-890d-54b1447dac1a,460000.0,142600.0,Ain Zaghouan Nord,marsa,tunis,160.0,4.0,3.0,3.0,1-5 ,2.0,36.8623859,10.2835035,12.8858498428236,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1212,3423,827f8b18-c5af-4706-8ca3-8d57b85ac7ac,448000.0,138880.0,La Soukra,soukra,ariana,160.0,4.0,3.0,2.0,0,2.0,36.883333,10.25,11.3450822580238,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1213,3424,965edbac-0e54-4ec6-bcbd-730625de9d82,445000.0,137950.0,Chotrana 1,soukra,ariana,160.0,4.0,3.0,1.0,0,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1214,3428,41e7bd2f-cdff-49c8-99c2-29fe64a1952b,430000.0,133300.0,Ariana,ariana ville,ariana,160.0,4.0,3.0,3.0,1-5 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1216,3434,47282a12-6508-4a03-a07f-36e5045a2524,400000.0,124000.0,Le Kram,kram,tunis,160.0,4.0,3.0,2.0,"10,20",0.0,36.833333,10.316667,15.3139811663917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,3435,6f36d598-c4dc-44c7-91cb-196e213fe509,400000.0,124000.0,Gammarth,marsa,tunis,160.0,4.0,3.0,2.0,5-10 ,1.0,36.917739,10.288893,17.051905570475,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1218,3437,7edd5ae0-8b41-4b6e-8bf2-d7764d52c3d8,350000.0,108500.0,Les Jardins d'El Menzah 2,ariana ville,ariana,160.0,4.0,3.0,3.0,0,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1219,3439,48e5f6a7-de44-4ef0-b85e-789c7bd96238,340000.0,105400.0,Cité Ennasr 2,ariana ville,ariana,160.0,4.0,3.0,3.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1220,3442,e35d0204-cf52-4b73-b0ad-8048187fd638,300000.0,93000.0,Kalaat Landalous,kalaat landalous,ariana,160.0,4.0,3.0,2.0,0,2.0,37.0618319,10.1199168,28.7739156869564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,3445,142064b9-b1d7-466a-b7ef-2b383f8d954f,279000.0,86490.0,La Soukra,soukra,ariana,160.0,4.0,3.0,1.0,1-5 ,0.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1222,3446,59d3d190-b858-4ad1-8106-6cdc02c87052,275000.0,85250.0,Ariana,ariana ville,ariana,160.0,4.0,3.0,2.0,1-5 ,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1224,3448,fef76903-4091-46aa-9bbb-6e77ef9b1464,249000.0,77190.0,Ben Arous,ben arous,ben arous,160.0,4.0,3.0,2.0,1-5 ,2.0,36.77228,10.22122,5.79063571012456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1225,3449,23279ed4-fd6f-4263-a6b7-c39eb95d8022,243000.0,75330.0,Mornag,mornag,ben arous,160.0,4.0,3.0,2.0,0,2.0,36.68902,10.29964,18.3799491860473,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1226,3450,ab7b7d59-326a-458e-9426-99f6611d5e95,140000.0,43400.0,El Ouardia,el ouardia,tunis,160.0,4.0,4.0,1.0,10-20 ,1.0,36.83561,10.21587,4.97542612901849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1227,3461,b14a04c3-5995-4da2-88f1-a965d3060f69,530000.0,164300.0,Les Berges Du Lac 2,marsa,tunis,159.0,4.0,3.0,2.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1228,3467,358fcc92-906a-4266-8162-21805eca3edb,302000.0,93620.0,La Manouba,manouba,manouba,159.0,4.0,3.0,2.0,0,2.0,36.77855,10.05538,14.3537727228831,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1229,3468,930b6920-10b3-4878-ad66-dd024591c27b,640000.0,198400.0,Les Jardins de Carthage,kram,tunis,158.0,4.0,3.0,1.0,1-5 ,2.0,36.833333,10.316667,15.3139811663917,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1230,3471,2aeec597-e3f2-4f9e-82b3-9e16c470b14d,460000.0,142600.0,Ain Zaghouan Nord,marsa,tunis,158.0,4.0,3.0,2.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,3472,a3d4e9d8-94f3-4ea8-8c0f-9fd9606d7846,460000.0,142600.0,Ain Zaghouan Nord,marsa,tunis,158.0,4.0,3.0,2.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1232,3473,433d0a2e-380e-429b-afae-1ca5a2458bf6,450000.0,139500.0,Ain Zaghouan Nord,marsa,tunis,158.0,4.0,3.0,2.0,5-10 ,2.0,36.8623859,10.2835035,12.8858498428236,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1233,3474,60e10aab-565a-4867-b74a-6b9df81768c0,431000.0,133610.0,Aouina,marsa,tunis,158.0,4.0,3.0,1.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1234,3479,20a67737-71b3-48dd-aa8d-ea31a7bcd68f,540000.0,167400.0,Les Jardins de Carthage,kram,tunis,157.0,4.0,3.0,2.0,0,2.0,36.833333,10.316667,15.3139811663917,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1235,3480,3e3573d3-a462-40d3-8568-b314e74f71d5,485000.0,150350.0,Chotrana 2,soukra,ariana,157.0,4.0,3.0,2.0,1-5 ,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1236,3481,5813c00d-163d-436e-b848-ac7ad9201009,399000.0,123690.0,Rades Meliane,rades,ben arous,157.0,4.0,3.0,3.0,5-10 ,1.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1237,3482,2bcdc5ea-2d68-494e-8c1a-2c1e3509d605,370000.0,114700.0,Gammarth,marsa,tunis,157.0,4.0,3.0,2.0,0,2.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1238,3483,2aa72d0e-7662-4523-a555-027a25ffe2d8,368950.0,114374.5,Gammarth Village,marsa,tunis,157.0,4.0,3.0,2.0,0,2.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1239,3492,0a4d1683-bfb5-4328-8f01-d8e46cad79eb,740000.0,229400.0,Gammarth,marsa,tunis,156.0,4.0,3.0,3.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1240,3494,b2e5edd7-1ddc-415c-bc63-7d9d7fe5211e,510000.0,158100.0,Chotrana 1,soukra,ariana,156.0,4.0,3.0,2.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1241,3496,32b2ec0b-6835-46ed-a80c-fbb8bf47f22e,470000.0,145700.0,Chotrana 1,soukra,ariana,156.0,4.0,3.0,3.0,1-5 ,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1242,3501,24a9f352-577a-47c5-8dc8-20b7ea6fc431,350000.0,108500.0,El Menzah 9,menzah,tunis,156.0,4.0,3.0,2.0,5-10 ,1.0,36.845235,10.164723,4.6317218774898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,3502,10399896-cbb6-487a-a28d-80ee9ce88805,340000.0,105400.0,Bou Mhel,boumhel el bassatine,ben arous,156.0,4.0,3.0,2.0,1-5 ,2.0,36.57724,10.34246,30.8152660477654,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1245,3507,b52e1a4c-c853-4428-9837-c66872b9338f,630000.0,195300.0,La Soukra,soukra,ariana,155.0,4.0,4.0,1.0,0,2.0,36.88833,10.27417,13.6515294537323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,3510,4c5f58b3-f4f0-436a-8499-dfcf4fb7fce8,430000.0,133300.0,Aouina,marsa,tunis,155.0,4.0,3.0,2.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1249,3515,2644e31d-dc4d-480f-8328-0b3490a46a66,300000.0,93000.0,Ariana Essoghra,raoued,ariana,155.0,4.0,3.0,2.0,1-5 ,2.0,36.8240829,10.2243965,5.1433725350502,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1250,3516,8cd76c0d-def0-4770-bb0a-a3b9c1a12288,170000.0,52700.0,Rades Foret,rades,ben arous,155.0,4.0,3.0,2.0,20-30 ,0.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1251,3521,f246e618-031e-49f2-800a-e43885bb5edf,745000.0,230950.0,Les Jardins de Carthage,kram,tunis,154.0,4.0,3.0,3.0,0,2.0,36.8499044527242,10.3003162538452,14.0395207208264,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1252,3524,9d9a1fca-ea0b-4b59-8853-64e5e2ec047f,450000.0,139500.0,El Menzah 9,menzah,tunis,154.0,4.0,3.0,2.0,1-5 ,1.0,36.8482637,10.1410889,6.40986136903184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1254,3526,54273830-9216-47a1-860f-73090e1c6e9d,420000.0,130200.0,Aouina,marsa,tunis,154.0,4.0,3.0,1.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1255,3529,bc289b71-ea4f-424d-9e9a-c848f6c585cc,280000.0,86800.0,Ariana,ariana ville,ariana,154.0,4.0,3.0,2.0,1-5 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1256,3530,87b77159-987e-4e54-801c-4b086bdf30c4,610000.0,189100.0,Sidi Daoued,marsa,tunis,153.0,4.0,2.0,2.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1257,3533,74f10be2-3fce-489c-86fa-717682c00579,320000.0,99200.0,Ain Zaghouan Sud,marsa,tunis,153.0,4.0,3.0,2.0,5-10 ,1.0,36.8578827,10.2733997,11.6635480877736,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1258,3538,3907ce6b-312b-42c0-86cd-4ec80101e755,732000.0,226920.0,Les Jardins de Carthage,kram,tunis,152.0,4.0,3.0,3.0,0,2.0,36.8499044527242,10.3003162538452,14.0395207208264,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1260,3541,68dde639-ef92-4999-9f53-2d3346d16bf7,350000.0,108500.0,Aouina,marsa,tunis,152.0,4.0,3.0,2.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1261,3546,fd460f62-e279-4882-9bea-415e1b8eb31c,450000.0,139500.0,Les Berges Du Lac 2,marsa,tunis,151.0,4.0,3.0,3.0,0,2.0,36.841042961027,10.29587378172,13.2675996556832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1262,3549,5a085388-1781-4a5f-8a92-7a4d5b9d71f3,255000.0,79050.0,Nouvelle Medina,medina jedida,ben arous,151.0,4.0,3.0,2.0,1-5 ,1.0,36.78898,10.18348,1.93004994234137,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1263,3551,228bacda-74d7-43d9-adf2-a9f0172ba2cd,760000.0,235600.0,La Marsa,marsa,tunis,150.0,4.0,3.0,2.0,0,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1264,3552,bcfc5f53-b8db-4cc8-9945-057426385118,750000.0,232500.0,Les Jardins de Carthage,kram,tunis,150.0,4.0,3.0,3.0,0,2.0,36.8499044527242,10.3003162538452,14.0395207208264,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1265,3553,18925032-0484-4684-ac65-a44a3f6a77ac,650000.0,201500.0,Cité Du Stade,marsa,tunis,150.0,4.0,3.0,2.0,10-20 ,0.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1266,3554,e0469a75-40b5-46f7-a51e-6fd3321cb1c4,490000.0,151900.0,Sidi Daoued,marsa,tunis,150.0,4.0,3.0,1.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1268,3557,a5f8d7a0-d341-4dca-9880-5b7df3140a65,460000.0,142600.0,Cité Ennasr 2,ariana ville,ariana,150.0,4.0,3.0,3.0,0,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1269,3558,0256c3ad-bb78-45c3-bfe9-cac84e4e7d44,420000.0,130200.0,Cité Ennasr 2,ariana ville,ariana,150.0,4.0,3.0,1.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1270,3559,602ba951-dad5-46f7-97ed-1f8aecc4f7fc,420000.0,130200.0,Megrine Coteau,mégrine,ben arous,150.0,4.0,3.0,2.0,1-5 ,1.0,36.6938694,10.2622167,15.2468224381805,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1271,3561,5a566955-3946-4ef3-bd7c-aa98811c30b0,415000.0,128650.0,Cité Ennasr 2,ariana ville,ariana,150.0,4.0,3.0,3.0,0,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1275,3570,79ab920e-1683-4e74-bec0-65b09af31631,330000.0,102300.0,Cité Ennasr 2,ariana ville,ariana,150.0,4.0,3.0,2.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1276,3572,b0046cb4-06bb-4583-b903-83c2ff12181b,320000.0,99200.0,Nouvelle Medina,medina jedida,ben arous,150.0,4.0,3.0,2.0,1-5 ,0.0,36.773031307259,10.2617575878905,9.64654228197013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,3573,da15d67c-4a83-460d-b14b-39705fa99256,310000.0,96100.0,La Manouba,manouba,manouba,150.0,4.0,3.0,2.0,5-10 ,2.0,36.815801582234,10.075378550415,11.8440114496572,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1280,3578,6402ffb1-67da-4271-9e00-584e1d981cea,250000.0,77500.0,Riadh al Andalous,ariana ville,ariana,150.0,4.0,3.0,2.0,5-10 ,1.0,36.8818284973461,10.1930279946899,8.34315737066429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1281,3580,5bfaa8a3-aef9-4e51-b41b-22b225bbec95,245000.0,75950.0,Cité Ennouzha,ariana ville,ariana,150.0,4.0,3.0,1.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1282,3583,85c58b6d-48be-4c9b-a1f3-66b6e01b911f,220000.0,68200.0,Mégrine,mégrine,ben arous,150.0,4.0,3.0,2.0,5-10 ,1.0,36.6938694,10.2622167,15.2468224381805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1284,3603,f336af22-790c-4e91-8d3a-f36a7065a658,281200.0,87172.0,La Manouba,manouba,manouba,149.0,4.0,3.0,1.0,0,2.0,36.77855,10.05538,14.3537727228831,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1285,3609,a51472f3-35a8-4ac3-8882-a15a2dc56fc3,453000.0,140430.0,Cité Ennasr 2,ariana ville,ariana,148.0,4.0,3.0,2.0,0,2.0,36.8625,10.19556,6.32498837542227,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1286,3610,0dcb615b-bb6d-4a33-afde-8f6b868e14ce,385000.0,119350.0,El Manar 2,menzah,tunis,148.0,4.0,3.0,2.0,0,1.0,36.845235,10.164723,4.63172187749136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1287,3612,57870fb0-3819-4c63-8b08-3549766df5fc,320000.0,99200.0,Aouina,marsa,tunis,148.0,4.0,3.0,2.0,0,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1288,3615,69d854ce-b6b9-4843-a246-3da444c544ab,252000.0,78120.0,Ariana,ariana ville,ariana,148.0,4.0,3.0,1.0,0,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1291,3623,dc5a843e-06f9-47cc-8e34-2ad41734da7d,340000.0,105400.0,Ariana,ariana ville,ariana,147.0,4.0,3.0,2.0,10-20 ,0.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1292,3624,0e60e5ff-83b7-4f70-9dfd-ea0a485c1769,330000.0,102300.0,Cité Ennasr 2,ariana ville,ariana,147.0,4.0,3.0,2.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1293,3626,4edd45e9-a409-46ad-b661-e6266721ed7d,315000.0,97650.0,Cité Ennasr 2,ariana ville,ariana,147.0,4.0,3.0,2.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1295,3628,a06bff39-a887-447a-9ad5-fe2fa0e9c587,290000.0,89900.0,Les Jardins d'El Menzah 1,ariana ville,ariana,147.0,4.0,3.0,2.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1296,3629,4adc3e0a-5979-4c00-9f74-a23078c238c2,265500.0,82305.0,La Manouba,manouba,manouba,147.0,4.0,3.0,2.0,0,2.0,36.77855,10.05538,14.3537727228831,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1297,3634,74259e0b-c71e-4a94-bad8-65b067677b06,330000.0,102300.0,Les Jardins d'El Menzah 2,ariana ville,ariana,146.0,4.0,3.0,2.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1298,3638,9ccd975d-1885-4e6d-81c0-83fe851456bf,260000.0,80600.0,Borj Cedria,hammam chott,ben arous,146.0,4.0,3.0,1.0,0,2.0,36.0683,9.97244,84.0946305610268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,3647,96c41b11-4e00-41ce-89dc-dd190543d3a6,385000.0,119350.0,Aouina,marsa,tunis,145.0,4.0,3.0,2.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1303,3648,ecb680b3-f517-4a3a-8b2c-cf79f93cc3fa,375000.0,116250.0,Aouina,marsa,tunis,145.0,4.0,3.0,2.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1305,3655,933d12c1-569b-42bf-a717-8eae244990f7,265000.0,82150.0,Ezzahra,ezzahra,ben arous,145.0,4.0,3.0,2.0,5-10 ,1.0,36.7433712598741,10.2970446165039,14.5872605268262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1306,3656,2acd4428-b98d-422e-9e26-5d0198efa018,265000.0,82150.0,Bou Mhel,boumhel el bassatine,ben arous,145.0,4.0,3.0,2.0,5-10 ,1.0,36.57724,10.34246,30.8152660477654,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1307,3658,8714389a-eef4-4934-ad10-11c7d0b596f9,260000.0,80600.0,Borj Cedria,hammam chott,ben arous,145.0,4.0,3.0,1.0,0,2.0,36.0683,9.97244,84.0946305610268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,3665,f8b77246-ceb0-48e1-928c-4a2cce8e9fbd,420000.0,130200.0,La Marsa,marsa,tunis,144.0,4.0,3.0,2.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1310,3669,330ce5b4-3bbf-45e9-bbf7-d74db9452ad8,375000.0,116250.0,Aouina,marsa,tunis,144.0,4.0,3.0,1.0,0,2.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1311,3670,935563f8-77c9-4817-b829-595d3155321c,350000.0,108500.0,Cité el Ghazela,raoued,ariana,144.0,4.0,3.0,2.0,1-5 ,1.0,36.954444,10.191389,16.228614774176,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1314,3675,1894d189-dd1f-44e0-bdfa-3fa51002b860,350000.0,108500.0,Ariana Essoghra,raoued,ariana,143.0,4.0,3.0,1.0,5-10 ,1.0,36.954444,10.191389,16.228614774176,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1315,3677,914d0972-713f-4efa-86de-94de738ada75,344352.0,106749.12,Cité Ennkhilet,raoued,ariana,143.0,4.0,3.0,1.0,0,2.0,36.8793282289745,10.1864765716805,7.98973024118805,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1316,3678,406e6bbc-065e-4319-acb4-fa7bb25ffc54,271830.0,84267.3,Borj Louzir,soukra,ariana,143.0,4.0,3.0,1.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1317,3679,e1f6f59e-9476-4456-8519-d73c05d3700e,271830.0,84267.3,Borj Louzir,soukra,ariana,143.0,4.0,3.0,2.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
